Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Requested Version,Requested Version Count,Requested Version MSE,Requested Version MSLE,Requested Version Test Score,Requested Version Train Score,Requested Version path
2021-12-07 15:43:42,161ms,2ed4127cbcaf4332ab8d382ccb7f520f,,LOCAL,C:\Users\Yousri\AppData\Local\Programs\Python\Python39\lib\site-packages\ipykernel_launcher.py,Yousri,FINISHED,v3,891,0.43582580703557733,0.3020914293619732,0.8100558659217877,0.8160112359550562,..\..\..\..\..\Data Science in Production\TitanicMlflowProject\remote\49\0e191fbcc1e6af689f3bac80af4ef4
2021-12-07 15:40:58,117ms,f3b4f7978ccf468c914c2ea69ee923e4,,LOCAL,C:\Users\Yousri\AppData\Local\Programs\Python\Python39\lib\site-packages\ipykernel_launcher.py,Yousri,FINISHED,v2,712,0.4345240946267408,0.3011891510758883,0.8111888111888111,0.8189806678383128,..\..\..\..\..\Data Science in Production\TitanicMlflowProject\remote\d7\9d1cd8b85e020fb97d4b0267b6d9a8
2021-12-07 15:39:44,70ms,0d4e01484023409fa4d7e856ae909a1e,,LOCAL,C:\Users\Yousri\AppData\Local\Programs\Python\Python39\lib\site-packages\ipykernel_launcher.py,Yousri,FINISHED,v1,891,0.46677306581685607,0.32354243453227555,0.7821229050279329,0.7949438202247191,..\..\..\..\..\Data Science in Production\TitanicMlflowProject\remote\a4\987f7257d03b9bae431d067cffc1b0
